operator;material_percentage;stars;elite;skill_level;s1_mastery;s2_mastery;s3_mastery;skill_upgrade_resources;elite1_resources;elite2_resources;elite_resources;mastery_resources;total_resources;spent_resources;needed_resources;needed_material_quantity;total_material_quantity
Broca;37.71;5;1;7;0;0;0;"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
5x Sugar
4x Aketon
6x Skill Summary - 3
2x Integrated Device
3x Sugar Pack";"20000x LMD
4x Guard Chip
4x Device
4x Oriron";"120000x LMD
3x Guard Dualchip
7x Sugar Lump
13x Grindstone";"140000x LMD
4x Guard Chip
4x Device
4x Oriron
3x Guard Dualchip
7x Sugar Lump
13x Grindstone";"42x Skill Summary - 3
9x Grindstone Pentahydrate
4x Loxic Kohl
3x Orirock Concentration
4x Bipolar Nanoflake
11x RMA70-24
2x Manganese Ore
7x Sugar Lump
4x Polymerization Preparation";"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
5x Sugar
4x Aketon
48x Skill Summary - 3
2x Integrated Device
3x Sugar Pack
140000x LMD
4x Guard Chip
4x Device
4x Oriron
3x Guard Dualchip
14x Sugar Lump
13x Grindstone
9x Grindstone Pentahydrate
4x Loxic Kohl
3x Orirock Concentration
4x Bipolar Nanoflake
11x RMA70-24
2x Manganese Ore
4x Polymerization Preparation";"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
5x Sugar
4x Aketon
6x Skill Summary - 3
2x Integrated Device
3x Sugar Pack
20000x LMD
4x Guard Chip
4x Device
4x Oriron";"42x Skill Summary - 3
120000x LMD
3x Guard Dualchip
14x Sugar Lump
13x Grindstone
9x Grindstone Pentahydrate
4x Loxic Kohl
3x Orirock Concentration
4x Bipolar Nanoflake
11x RMA70-24
2x Manganese Ore
4x Polymerization Preparation";109;175
Breeze;35.96;5;1;7;0;0;0;"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
5x Sugar
3x Grindstone
6x Skill Summary - 3
2x RMA70-12
3x Polyester Pack";"20000x LMD
4x Medic Chip
3x Device
4x Orirock Cube";"120000x LMD
3x Medic Dualchip
5x Optimized Device
18x Loxic Kohl";"140000x LMD
4x Medic Chip
3x Device
4x Orirock Cube
3x Medic Dualchip
5x Optimized Device
18x Loxic Kohl";"42x Skill Summary - 3
8x RMA70-24
2x Manganese Ore
3x Sugar Lump
4x Polymerization Preparation
5x White Horse Kohl
9x Orirock Concentration
4x Grindstone
7x Polyester Lump
4x Bipolar Nanoflake";"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
8x Orirock Cube
5x Sugar
7x Grindstone
48x Skill Summary - 3
2x RMA70-12
3x Polyester Pack
140000x LMD
4x Medic Chip
3x Device
3x Medic Dualchip
5x Optimized Device
18x Loxic Kohl
8x RMA70-24
2x Manganese Ore
3x Sugar Lump
4x Polymerization Preparation
5x White Horse Kohl
9x Orirock Concentration
7x Polyester Lump
4x Bipolar Nanoflake";"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
8x Orirock Cube
5x Sugar
3x Grindstone
6x Skill Summary - 3
2x RMA70-12
3x Polyester Pack
20000x LMD
4x Medic Chip
3x Device";"4x Grindstone
42x Skill Summary - 3
120000x LMD
3x Medic Dualchip
5x Optimized Device
18x Loxic Kohl
8x RMA70-24
2x Manganese Ore
3x Sugar Lump
4x Polymerization Preparation
5x White Horse Kohl
9x Orirock Concentration
7x Polyester Lump
4x Bipolar Nanoflake";114;178
Blue Poison;40.46;5;1;7;0;0;0;"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
5x Sugar Pack
6x Skill Summary - 3
3x Polyester Pack
3x Manganese Ore";"20000x LMD
4x Sniper Chip
5x Polyester
4x Orirock Cube";"120000x LMD
3x Sniper Dualchip
8x Manganese Trihydrate
8x Integrated Device";"140000x LMD
4x Sniper Chip
5x Polyester
4x Orirock Cube
3x Sniper Dualchip
8x Manganese Trihydrate
8x Integrated Device";"42x Skill Summary - 3
8x Oriron Block
1x Sugar Pack
2x Optimized Device
4x D32 Steel
8x White Horse Kohl
8x Keton Colloid
3x Polyester Pack
4x Polymerization Preparation
4x RMA70-24";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
6x Sugar Pack
48x Skill Summary - 3
6x Polyester Pack
3x Manganese Ore
140000x LMD
4x Sniper Chip
5x Polyester
4x Orirock Cube
3x Sniper Dualchip
8x Manganese Trihydrate
8x Integrated Device
8x Oriron Block
2x Optimized Device
4x D32 Steel
8x White Horse Kohl
8x Keton Colloid
4x Polymerization Preparation
4x RMA70-24";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
5x Sugar Pack
6x Skill Summary - 3
3x Polyester Pack
3x Manganese Ore
20000x LMD
4x Sniper Chip
5x Polyester
4x Orirock Cube";"1x Sugar Pack
42x Skill Summary - 3
3x Polyester Pack
120000x LMD
3x Sniper Dualchip
8x Manganese Trihydrate
8x Integrated Device
8x Oriron Block
2x Optimized Device
4x D32 Steel
8x White Horse Kohl
8x Keton Colloid
4x Polymerization Preparation
4x RMA70-24";103;173
Blitz;39.64;5;1;7;0;0;0;"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
8x Orirock Cube
4x Incandescent Alloy
6x Skill Summary - 3
2x Oriron Cluster
3x Grindstone";"20000x LMD
4x Defender Chip
5x Sugar
2x Device";"120000x LMD
3x Defender Dualchip
8x Manganese Trihydrate
8x RMA70-12";"140000x LMD
4x Defender Chip
5x Sugar
2x Device
3x Defender Dualchip
8x Manganese Trihydrate
8x RMA70-12";"42x Skill Summary - 3
3x RMA70-24
2x Manganese Ore
2x Optimized Device
5x Oriron Block
4x Bipolar Nanoflake
3x Incandescent Alloy
3x Incandescent Alloy Block
3x RMA70-12
3x White Horse Kohl
5x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate";"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
4x Device
8x Orirock Cube
7x Incandescent Alloy
48x Skill Summary - 3
2x Oriron Cluster
3x Grindstone
140000x LMD
4x Defender Chip
5x Sugar
3x Defender Dualchip
12x Manganese Trihydrate
11x RMA70-12
3x RMA70-24
2x Manganese Ore
2x Optimized Device
5x Oriron Block
4x Bipolar Nanoflake
3x Incandescent Alloy Block
3x White Horse Kohl
5x Keton Colloid
4x Polymerization Preparation";"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
4x Device
8x Orirock Cube
4x Incandescent Alloy
6x Skill Summary - 3
2x Oriron Cluster
3x Grindstone
20000x LMD
4x Defender Chip
5x Sugar";"3x Incandescent Alloy
42x Skill Summary - 3
120000x LMD
3x Defender Dualchip
12x Manganese Trihydrate
11x RMA70-12
3x RMA70-24
2x Manganese Ore
2x Optimized Device
5x Oriron Block
4x Bipolar Nanoflake
3x Incandescent Alloy Block
3x White Horse Kohl
5x Keton Colloid
4x Polymerization Preparation";102;169
Bison;40.0;5;1;7;0;0;0;"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
5x Sugar Pack
6x Skill Summary - 3
3x Polyester Pack
3x Manganese Ore";"20000x LMD
4x Defender Chip
5x Polyester
4x Orirock Cube";"120000x LMD
3x Defender Dualchip
7x Grindstone Pentahydrate
11x RMA70-12";"140000x LMD
4x Defender Chip
5x Polyester
4x Orirock Cube
3x Defender Dualchip
7x Grindstone Pentahydrate
11x RMA70-12";"42x Skill Summary - 3
8x Polyester Lump
4x Orirock Cluster
3x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate
8x Oriron Block
1x Sugar Pack
2x Optimized Device
4x Bipolar Nanoflake
4x Grindstone Pentahydrate";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
6x Sugar Pack
48x Skill Summary - 3
3x Polyester Pack
3x Manganese Ore
140000x LMD
4x Defender Chip
5x Polyester
4x Orirock Cube
3x Defender Dualchip
11x Grindstone Pentahydrate
11x RMA70-12
8x Polyester Lump
4x Orirock Cluster
3x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate
8x Oriron Block
2x Optimized Device
4x Bipolar Nanoflake";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
5x Sugar Pack
6x Skill Summary - 3
3x Polyester Pack
3x Manganese Ore
20000x LMD
4x Defender Chip
5x Polyester
4x Orirock Cube";"1x Sugar Pack
42x Skill Summary - 3
120000x LMD
3x Defender Dualchip
11x Grindstone Pentahydrate
11x RMA70-12
8x Polyester Lump
4x Orirock Cluster
3x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate
8x Oriron Block
2x Optimized Device
4x Bipolar Nanoflake";105;175
Bibeak;37.65;5;1;7;0;0;0;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Manganese Ore
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon";"20000x LMD
4x Guard Chip
4x Oriron
3x Orirock Cube";"120000x LMD
3x Guard Dualchip
8x Manganese Trihydrate
8x RMA70-12";"140000x LMD
4x Guard Chip
4x Oriron
3x Orirock Cube
3x Guard Dualchip
8x Manganese Trihydrate
8x RMA70-12";"42x Skill Summary - 3
7x Polymerized Gel
6x Orirock Cluster
3x Manganese Trihydrate
4x Optimized Device
4x Bipolar Nanoflake
3x Oriron Block
1x Incandescent Alloy
3x Orirock Concentration
6x Grindstone Pentahydrate
4x D32 Steel
4x Keton Colloid";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Manganese Ore
48x Skill Summary - 3
3x Loxic Kohl
3x Aketon
140000x LMD
4x Guard Chip
4x Oriron
3x Orirock Cube
3x Guard Dualchip
11x Manganese Trihydrate
8x RMA70-12
7x Polymerized Gel
6x Orirock Cluster
4x Optimized Device
4x Bipolar Nanoflake
3x Oriron Block
1x Incandescent Alloy
3x Orirock Concentration
6x Grindstone Pentahydrate
4x D32 Steel
4x Keton Colloid";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Manganese Ore
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon
20000x LMD
4x Guard Chip
4x Oriron
3x Orirock Cube";"42x Skill Summary - 3
120000x LMD
3x Guard Dualchip
11x Manganese Trihydrate
8x RMA70-12
7x Polymerized Gel
6x Orirock Cluster
4x Optimized Device
4x Bipolar Nanoflake
3x Oriron Block
1x Incandescent Alloy
3x Orirock Concentration
6x Grindstone Pentahydrate
4x D32 Steel
4x Keton Colloid";106;170
Bena;0.0;5;0;0;0;0;0;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Manganese Ore
6x Skill Summary - 3
2x Grindstone
4x Orirock Cluster";"20000x LMD
4x Specialist Chip
5x Polyester
2x Device";"120000x LMD
3x Specialist Dualchip
6x Oriron Block
15x Loxic Kohl";"140000x LMD
4x Specialist Chip
5x Polyester
2x Device
3x Specialist Dualchip
6x Oriron Block
15x Loxic Kohl";"42x Skill Summary - 3
3x Incandescent Alloy Block
3x RMA70-12
3x White Horse Kohl
5x Keton Colloid
4x Crystalline Electroassembly
3x Orirock Concentration
3x Oriron Block
1x Incandescent Alloy
7x Manganese Trihydrate
4x Optimized Device
4x Bipolar Nanoflake";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
5x Device
4x Manganese Ore
48x Skill Summary - 3
2x Grindstone
4x Orirock Cluster
140000x LMD
4x Specialist Chip
5x Polyester
3x Specialist Dualchip
9x Oriron Block
15x Loxic Kohl
3x Incandescent Alloy Block
3x RMA70-12
3x White Horse Kohl
5x Keton Colloid
4x Crystalline Electroassembly
3x Orirock Concentration
1x Incandescent Alloy
7x Manganese Trihydrate
4x Optimized Device
4x Bipolar Nanoflake";;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
5x Device
4x Manganese Ore
48x Skill Summary - 3
2x Grindstone
4x Orirock Cluster
140000x LMD
4x Specialist Chip
5x Polyester
3x Specialist Dualchip
9x Oriron Block
15x Loxic Kohl
3x Incandescent Alloy Block
3x RMA70-12
3x White Horse Kohl
5x Keton Colloid
4x Crystalline Electroassembly
3x Orirock Concentration
1x Incandescent Alloy
7x Manganese Trihydrate
4x Optimized Device
4x Bipolar Nanoflake";170;170
Beeswax;13.07;5;1;3;0;0;0;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Incandescent Alloy
6x Skill Summary - 3
2x Integrated Device
3x Coagulating Gel";"20000x LMD
4x Caster Chip
4x Oriron
2x Device";"120000x LMD
3x Caster Dualchip
5x Optimized Device
18x Loxic Kohl";"140000x LMD
4x Caster Chip
4x Oriron
2x Device
3x Caster Dualchip
5x Optimized Device
18x Loxic Kohl";"42x Skill Summary - 3
3x RMA70-24
2x Manganese Ore
9x White Horse Kohl
5x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate
3x Polymerized Gel
6x Orirock Cluster
3x Grindstone Pentahydrate
4x D32 Steel
3x Optimized Device";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
5x Device
4x Incandescent Alloy
48x Skill Summary - 3
2x Integrated Device
3x Coagulating Gel
140000x LMD
4x Caster Chip
4x Oriron
3x Caster Dualchip
8x Optimized Device
18x Loxic Kohl
3x RMA70-24
2x Manganese Ore
9x White Horse Kohl
5x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate
3x Polymerized Gel
6x Orirock Cluster
3x Grindstone Pentahydrate
4x D32 Steel";"8x Skill Summary - 1
5x Oriron Shard
20000x LMD
4x Caster Chip
4x Oriron
2x Device";"18x Skill Summary - 2
3x Polyketon
3x Device
4x Incandescent Alloy
48x Skill Summary - 3
2x Integrated Device
3x Coagulating Gel
120000x LMD
3x Caster Dualchip
8x Optimized Device
18x Loxic Kohl
3x RMA70-24
2x Manganese Ore
9x White Horse Kohl
5x Keton Colloid
4x Polymerization Preparation
4x Manganese Trihydrate
3x Polymerized Gel
6x Orirock Cluster
3x Grindstone Pentahydrate
4x D32 Steel";153;176
Ayerscarpe;38.51;5;1;7;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
5x Orirock Cluster
6x Skill Summary - 3
2x Oriron Cluster
3x Grindstone";"20000x LMD
4x Guard Chip
4x Sugar
3x Oriron";"120000x LMD
3x Guard Dualchip
6x Oriron Block
12x Coagulating Gel";"140000x LMD
4x Guard Chip
4x Sugar
3x Oriron
3x Guard Dualchip
6x Oriron Block
12x Coagulating Gel";"42x Skill Summary - 3
7x Manganese Trihydrate
2x Integrated Device
8x Keton Colloid
6x Polymerized Gel
8x Polymerization Preparation
8x White Horse Kohl
3x RMA70-24
2x Manganese Ore";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
7x Oriron
5x Orirock Cluster
48x Skill Summary - 3
2x Oriron Cluster
3x Grindstone
140000x LMD
4x Guard Chip
4x Sugar
3x Guard Dualchip
6x Oriron Block
12x Coagulating Gel
7x Manganese Trihydrate
2x Integrated Device
8x Keton Colloid
6x Polymerized Gel
8x Polymerization Preparation
8x White Horse Kohl
3x RMA70-24
2x Manganese Ore";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
7x Oriron
5x Orirock Cluster
6x Skill Summary - 3
2x Oriron Cluster
3x Grindstone
20000x LMD
4x Guard Chip
4x Sugar";"42x Skill Summary - 3
120000x LMD
3x Guard Dualchip
6x Oriron Block
12x Coagulating Gel
7x Manganese Trihydrate
2x Integrated Device
8x Keton Colloid
6x Polymerized Gel
8x Polymerization Preparation
8x White Horse Kohl
3x RMA70-24
2x Manganese Ore";107;174
Astesia;38.98;5;1;7;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
5x Orirock Cluster
6x Skill Summary - 3
3x Sugar Pack
3x Oriron Cluster";"20000x LMD
4x Guard Chip
5x Polyester
3x Oriron";"120000x LMD
3x Guard Dualchip
7x Polyester Lump
14x Oriron Cluster";"140000x LMD
4x Guard Chip
5x Polyester
3x Oriron
3x Guard Dualchip
7x Polyester Lump
14x Oriron Cluster";"42x Skill Summary - 3
8x Polyester Lump
4x Orirock Cluster
3x Keton Colloid
4x Bipolar Nanoflake
3x Manganese Trihydrate
8x Oriron Block
1x Sugar Pack
2x Optimized Device
4x D32 Steel
5x White Horse Kohl";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
8x Polyester
7x Oriron
9x Orirock Cluster
48x Skill Summary - 3
4x Sugar Pack
17x Oriron Cluster
140000x LMD
4x Guard Chip
3x Guard Dualchip
15x Polyester Lump
3x Keton Colloid
4x Bipolar Nanoflake
3x Manganese Trihydrate
8x Oriron Block
2x Optimized Device
4x D32 Steel
5x White Horse Kohl";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
8x Polyester
7x Oriron
5x Orirock Cluster
6x Skill Summary - 3
3x Sugar Pack
3x Oriron Cluster
20000x LMD
4x Guard Chip";"4x Orirock Cluster
42x Skill Summary - 3
1x Sugar Pack
14x Oriron Cluster
120000x LMD
3x Guard Dualchip
15x Polyester Lump
3x Keton Colloid
4x Bipolar Nanoflake
3x Manganese Trihydrate
8x Oriron Block
2x Optimized Device
4x D32 Steel
5x White Horse Kohl";108;177
Ashlock;0.0;5;0;0;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
3x RMA70-12
6x Skill Summary - 3
3x Crystalline Component
3x Semi-natural Solvent";"20000x LMD
4x Defender Chip
7x Orirock Cube
2x Device";"120000x LMD
3x Defender Dualchip
8x Polymerized Gel
13x Compound Cutting Fluid";"140000x LMD
4x Defender Chip
7x Orirock Cube
2x Device
3x Defender Dualchip
8x Polymerized Gel
13x Compound Cutting Fluid";"42x Skill Summary - 3
3x Crystalline Circuit
1x Coagulating Gel
3x Optimized Device
3x Oriron Block
4x Crystalline Electroassembly
3x Refined Solvent
7x Cutting Stock Solution
3x Integrated Device
3x White Horse Kohl
5x Keton Colloid
4x Bipolar Nanoflake";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
3x RMA70-12
48x Skill Summary - 3
3x Crystalline Component
3x Semi-natural Solvent
140000x LMD
4x Defender Chip
7x Orirock Cube
2x Device
3x Defender Dualchip
8x Polymerized Gel
13x Compound Cutting Fluid
3x Crystalline Circuit
1x Coagulating Gel
3x Optimized Device
3x Oriron Block
4x Crystalline Electroassembly
3x Refined Solvent
7x Cutting Stock Solution
3x Integrated Device
3x White Horse Kohl
5x Keton Colloid
4x Bipolar Nanoflake";;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
3x RMA70-12
48x Skill Summary - 3
3x Crystalline Component
3x Semi-natural Solvent
140000x LMD
4x Defender Chip
7x Orirock Cube
2x Device
3x Defender Dualchip
8x Polymerized Gel
13x Compound Cutting Fluid
3x Crystalline Circuit
1x Coagulating Gel
3x Optimized Device
3x Oriron Block
4x Crystalline Electroassembly
3x Refined Solvent
7x Cutting Stock Solution
3x Integrated Device
3x White Horse Kohl
5x Keton Colloid
4x Bipolar Nanoflake";173;173
Asbestos;13.87;5;1;3;0;0;0;"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
8x Orirock Cube
4x Manganese Ore
6x Skill Summary - 3
4x Orirock Cluster
2x Integrated Device";"20000x LMD
4x Defender Chip
4x Polyketon
3x Oriron";"120000x LMD
3x Defender Dualchip
6x Optimized Device
10x Manganese Ore";"140000x LMD
4x Defender Chip
4x Polyketon
3x Oriron
3x Defender Dualchip
6x Optimized Device
10x Manganese Ore";"42x Skill Summary - 3
2x Optimized Device
3x Oriron Cluster
9x Polymerized Gel
7x Orirock Concentration
4x Polymerization Preparation
4x RMA70-24
3x Manganese Trihydrate
2x Integrated Device
3x Keton Colloid
4x D32 Steel
3x Oriron Block";"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
8x Orirock Cube
14x Manganese Ore
48x Skill Summary - 3
4x Orirock Cluster
4x Integrated Device
140000x LMD
4x Defender Chip
4x Polyketon
3x Oriron
3x Defender Dualchip
8x Optimized Device
3x Oriron Cluster
9x Polymerized Gel
7x Orirock Concentration
4x Polymerization Preparation
4x RMA70-24
3x Manganese Trihydrate
3x Keton Colloid
4x D32 Steel
3x Oriron Block";"8x Skill Summary - 1
5x Diketon
20000x LMD
4x Defender Chip
4x Polyketon
3x Oriron";"18x Skill Summary - 2
2x Device
8x Orirock Cube
14x Manganese Ore
48x Skill Summary - 3
4x Orirock Cluster
4x Integrated Device
120000x LMD
3x Defender Dualchip
8x Optimized Device
3x Oriron Cluster
9x Polymerized Gel
7x Orirock Concentration
4x Polymerization Preparation
4x RMA70-24
3x Manganese Trihydrate
3x Keton Colloid
4x D32 Steel
3x Oriron Block";149;173
April;38.33;5;1;7;0;0;0;"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
2x Device
5x Polyester
4x Aketon
6x Skill Summary - 3
4x Orirock Cluster
2x Integrated Device";"20000x LMD
4x Sniper Chip
4x Oriron
2x Polyketon";"120000x LMD
3x Sniper Dualchip
9x Polymerized Gel
9x RMA70-12";"140000x LMD
4x Sniper Chip
4x Oriron
2x Polyketon
3x Sniper Dualchip
9x Polymerized Gel
9x RMA70-12";"42x Skill Summary - 3
3x White Horse Kohl
5x Aketon
8x Orirock Concentration
9x Grindstone Pentahydrate
8x D32 Steel
3x Oriron Block
4x Loxic Kohl
3x Incandescent Alloy Block
5x RMA70-24";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
2x Device
5x Polyester
9x Aketon
48x Skill Summary - 3
4x Orirock Cluster
2x Integrated Device
140000x LMD
4x Sniper Chip
4x Oriron
2x Polyketon
3x Sniper Dualchip
9x Polymerized Gel
9x RMA70-12
3x White Horse Kohl
8x Orirock Concentration
9x Grindstone Pentahydrate
8x D32 Steel
3x Oriron Block
4x Loxic Kohl
3x Incandescent Alloy Block
5x RMA70-24";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
2x Device
5x Polyester
4x Aketon
6x Skill Summary - 3
4x Orirock Cluster
2x Integrated Device
20000x LMD
4x Sniper Chip
4x Oriron
2x Polyketon";"5x Aketon
42x Skill Summary - 3
120000x LMD
3x Sniper Dualchip
9x Polymerized Gel
9x RMA70-12
3x White Horse Kohl
8x Orirock Concentration
9x Grindstone Pentahydrate
8x D32 Steel
3x Oriron Block
4x Loxic Kohl
3x Incandescent Alloy Block
5x RMA70-24";111;180
Aosta;19.55;5;1;4;0;0;0;"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Sugar
8x Orirock Cube
4x Loxic Kohl
6x Skill Summary - 3
3x Incandescent Alloy
3x Manganese Ore";"20000x LMD
4x Sniper Chip
3x Device
4x Orirock Cube";"120000x LMD
3x Sniper Dualchip
7x Oriron Block
10x Incandescent Alloy";"140000x LMD
4x Sniper Chip
3x Device
4x Orirock Cube
3x Sniper Dualchip
7x Oriron Block
10x Incandescent Alloy";"42x Skill Summary - 3
7x Grindstone Pentahydrate
4x Loxic Kohl
3x Incandescent Alloy Block
5x RMA70-24
4x Bipolar Nanoflake
3x Orirock Concentration
4x Grindstone
3x Keton Colloid
6x Polymerized Gel
4x D32 Steel
3x Oriron Block";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Sugar
12x Orirock Cube
8x Loxic Kohl
48x Skill Summary - 3
13x Incandescent Alloy
3x Manganese Ore
140000x LMD
4x Sniper Chip
3x Device
3x Sniper Dualchip
10x Oriron Block
7x Grindstone Pentahydrate
3x Incandescent Alloy Block
5x RMA70-24
4x Bipolar Nanoflake
3x Orirock Concentration
4x Grindstone
3x Keton Colloid
6x Polymerized Gel
4x D32 Steel";"8x Skill Summary - 1
7x Ester
6x Skill Summary - 2
3x Sugar
20000x LMD
4x Sniper Chip
3x Device
4x Orirock Cube";"12x Skill Summary - 2
8x Orirock Cube
8x Loxic Kohl
48x Skill Summary - 3
13x Incandescent Alloy
3x Manganese Ore
120000x LMD
3x Sniper Dualchip
10x Oriron Block
7x Grindstone Pentahydrate
3x Incandescent Alloy Block
5x RMA70-24
4x Bipolar Nanoflake
3x Orirock Concentration
4x Grindstone
3x Keton Colloid
6x Polymerized Gel
4x D32 Steel";144;179
Andreana;41.01;5;1;7;0;0;0;"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
3x Integrated Device
6x Skill Summary - 3
2x Grindstone
4x Orirock Cluster";"20000x LMD
4x Sniper Chip
8x Orirock Cube
2x Sugar";"120000x LMD
3x Sniper Dualchip
8x Grindstone Pentahydrate
8x RMA70-12";"140000x LMD
4x Sniper Chip
8x Orirock Cube
2x Sugar
3x Sniper Dualchip
8x Grindstone Pentahydrate
8x RMA70-12";"42x Skill Summary - 3
7x Incandescent Alloy Block
3x RMA70-12
9x Grindstone Pentahydrate
6x White Horse Kohl
4x Bipolar Nanoflake
6x Keton Colloid
2x Coagulating Gel
3x Orirock Concentration
4x Polymerization Preparation";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
5x Sugar
5x Polyester
3x Integrated Device
48x Skill Summary - 3
2x Grindstone
4x Orirock Cluster
140000x LMD
4x Sniper Chip
8x Orirock Cube
3x Sniper Dualchip
17x Grindstone Pentahydrate
11x RMA70-12
7x Incandescent Alloy Block
6x White Horse Kohl
4x Bipolar Nanoflake
6x Keton Colloid
2x Coagulating Gel
3x Orirock Concentration
4x Polymerization Preparation";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
5x Sugar
5x Polyester
3x Integrated Device
6x Skill Summary - 3
2x Grindstone
4x Orirock Cluster
20000x LMD
4x Sniper Chip
8x Orirock Cube";"42x Skill Summary - 3
120000x LMD
3x Sniper Dualchip
17x Grindstone Pentahydrate
11x RMA70-12
7x Incandescent Alloy Block
6x White Horse Kohl
4x Bipolar Nanoflake
6x Keton Colloid
2x Coagulating Gel
3x Orirock Concentration
4x Polymerization Preparation";105;178
